       11664
   -0.10362E-06    0.95364E-06
   -0.60415E-07   -0.84713E-07
   -0.18160E-06   -0.10712E-04
   -0.11482E-04   -0.14660E-06
   -0.84514E-05    0.88088E-07
    0.63984E-06    0.15038E-05
   -0.53927E-07   -0.91375E-07
   -0.43568E-06    0.71374E-06
    0.10073E-04   -0.53940E-05
    0.55229E-05    0.97217E-05
    0.12538E-05    0.36136E-06
    0.11630E-05    0.82656E-05
   -0.17432E-04   -0.18406E-05
   -0.17241E-04    0.11195E-04
   -0.90413E-07   -0.21558E-06
    0.81376E-07   -0.21132E-06
   -0.13293E-04   -0.98919E-05
    0.29806E-04   -0.14393E-07
   -0.13711E-04    0.15160E-04
    0.19010E-05   -0.18409E-04
    0.53985E-07    0.19991E-06
    0.17899E-06   -0.20057E-06
    0.18720E-04   -0.23720E-04
   -0.99783E-06   -0.16926E-04
    0.47541E-01    0.14550E+00
    0.15682E+00    0.34107E+00
   -0.35606E-06    0.17693E-05
    0.79140E-06    0.81145E-06
   -0.67731E-04    0.99193E-04
    0.31287E-05   -0.91120E-04
    0.17311E+00   -0.40001E+00
   -0.50943E-01    0.15039E+00
    0.96478E-06    0.12414E-05
   -0.17418E-05    0.31298E-06
   -0.37294E-04    0.86455E-04
    0.17912E-04    0.12559E-03
    0.26590E-02    0.41329E-02
    0.44304E-03   -0.40721E-03
    0.20665E-03   -0.13365E-03
   -0.28764E-04   -0.15689E-03
   -0.16179E-04   -0.89206E-05
   -0.26523E-04    0.86323E-05
    0.49200E-03    0.10565E-02
   -0.30317E-02    0.34175E-02
   -0.16620E-03    0.12269E-03
   -0.10508E-03   -0.24788E-03
    0.24643E-04    0.25698E-04
   -0.22408E-04    0.36195E-05
    0.56141E-03    0.48732E-04
    0.32465E-03    0.10785E-02
   -0.13376E-04   -0.16435E-03
    0.34200E-03    0.92008E-04
   -0.41356E-04   -0.97764E-04
    0.89053E-04    0.36002E-05
    0.74715E-03    0.86670E-03
    0.21488E-03   -0.34289E-03
   -0.25726E-03    0.20260E-03
    0.18099E-04    0.12366E-03
   -0.63518E-05    0.83751E-04
    0.48232E-04    0.34307E-04
    0.90126E-01   -0.25115E-01
   -0.14420E+00   -0.61095E-01
    0.21801E-03    0.13257E-03
    0.18775E-04    0.11208E-03
    0.30158E-05    0.48803E-04
    0.53672E-06    0.11686E-04
    0.12131E-01    0.18183E+00
   -0.62230E-01    0.81516E-01
   -0.13438E-03   -0.30531E-04
    0.10210E-03    0.28063E-03
    0.71504E-05   -0.65110E-05
   -0.56684E-04    0.16362E-04
    0.12513E-03   -0.91650E-03
   -0.37362E-04   -0.19148E-03
   -0.41473E-04   -0.30744E-03
    0.25402E-03    0.23869E-03
   -0.15595E-05   -0.97101E-04
   -0.51204E-04    0.15084E-03
   -0.29393E-03    0.48849E-04
    0.77631E-03   -0.30948E-03
    0.32939E-03   -0.24879E-03
    0.61057E-04   -0.33195E-03
    0.15027E-03   -0.10987E-03
    0.96045E-04   -0.36423E-04
    0.39300E-04    0.87311E-04
   -0.68176E-04   -0.14753E-03
    0.52256E-04    0.14130E-03
    0.16625E-03    0.68350E-04
    0.66393E-04    0.40802E-04
    0.41635E-04    0.45095E-04
   -0.14522E-03    0.67530E-04
   -0.60628E-04    0.33091E-04
    0.16270E-03   -0.51744E-04
   -0.54521E-04    0.10565E-03
    0.39721E-04   -0.42286E-04
   -0.51324E-04    0.23016E-04
    0.26749E-01    0.85522E-02
    0.45361E-01    0.68165E-02
   -0.65580E-04    0.46094E-03
    0.10830E-04   -0.69519E-04
   -0.14707E-03   -0.15761E-03
   -0.15385E-05    0.78864E-04
   -0.53661E-01    0.41608E-02
    0.28198E-01   -0.56612E-02
    0.50836E-04    0.17563E-04
    0.44464E-03    0.29921E-03
   -0.65435E-04    0.79142E-05
   -0.18342E-03   -0.18501E-03
   -0.60310E-04   -0.20907E-03
    0.33379E-03    0.19005E-03
   -0.19149E-03   -0.17289E-03
   -0.42524E-04    0.25742E-05
    0.36917E-04    0.13226E-03
   -0.80645E-05    0.21095E-03
    0.21336E-03   -0.38742E-03
   -0.85025E-04   -0.23427E-03
   -0.24031E-04    0.55950E-04
   -0.19066E-04   -0.23188E-03
   -0.69277E-04    0.23192E-03
    0.79696E-04   -0.13648E-03
   -0.73590E-04   -0.10666E-03
   -0.11972E-03   -0.15720E-06
    0.18291E-05    0.30958E-04
   -0.83993E-05   -0.55487E-04
    0.56747E-04    0.13746E-04
   -0.54661E-04   -0.29629E-04
   -0.99703E-04    0.51607E-04
    0.17504E-04   -0.10413E-03
   -0.65974E-04    0.11479E-04
   -0.25464E-04    0.77428E-05
    0.33901E-04   -0.47854E-04
    0.40054E-04   -0.29782E-04
    0.84530E-04    0.10280E-02
   -0.19474E-03   -0.22529E-03
   -0.11757E-01   -0.31922E-02
   -0.16809E-01   -0.39428E-02
   -0.21009E-04   -0.16102E-03
    0.30506E-04   -0.34593E-04
   -0.17550E-03    0.15343E-03
   -0.32575E-03    0.11348E-02
   -0.25109E-03    0.20368E-01
    0.26631E-03   -0.12112E-01
    0.28610E-05   -0.34301E-04
   -0.18564E-03    0.42546E-04
   -0.12160E-03    0.25075E-03
    0.30465E-03    0.43322E-03
   -0.12968E-04    0.87340E-04
    0.51466E-05    0.14229E-04
    0.12607E-03   -0.32885E-04
   -0.14879E-03   -0.88644E-04
   -0.55364E-03    0.23634E-03
    0.42737E-05   -0.32482E-03
    0.20074E-04   -0.42522E-05
   -0.72988E-04    0.31772E-04
    0.18690E-03    0.62903E-04
    0.76936E-04    0.13149E-03
    0.90888E-04    0.95412E-04
   -0.10021E-03    0.53091E-04
    0.27629E-05   -0.43548E-04
   -0.31317E-04    0.80603E-04
   -0.24137E-04   -0.60915E-04
    0.24325E-04   -0.79779E-04
   -0.17680E-04   -0.10369E-03
   -0.10773E-03   -0.15507E-04
    0.45146E-04   -0.88024E-04
    0.24498E-04   -0.26763E-04
   -0.31226E-04    0.79475E-04
    0.58757E-04   -0.34743E-04
    0.16012E-03   -0.69007E-04
    0.17512E-04   -0.55830E-04
   -0.65522E-02    0.74274E-03
   -0.90443E-02   -0.20061E-02
    0.73614E-04   -0.54258E-04
   -0.12129E-04   -0.85918E-05
    0.42726E-04    0.22938E-06
   -0.14747E-03    0.12666E-03
